index	armId
357	1182
358	1185
359	1197
360	1200
361	1270
362	1274
363	1406
364	1444
365	1455
366	1510
367	1573
368	1609
369	1613
370	1670
371	1673
372	1677
373	1714
374	1797
375	1852
376	1854
377	1859
378	1860
379	1863
380	1979
381	2014
382	2018
383	2075
384	2121
385	2150
386	2380
387	2436
388	2439
389	2449
390	2500
391	2643
392	2738
393	2745
394	2839
395	2850
396	2923
397	2927
398	2940
399	2956
400	2976
401	2978
402	3085
403	3113
404	3124
405	3238
406	3240
407	3317
408	3404
409	3468
410	3560
411	3616
412	3667
413	3859
414	3928
415	3931
416	4036
417	4074
418	4104
419	4135
420	4255
421	4262
422	4292
423	4297
424	4428
425	4562
426	4567
427	4572
428	4740
429	4923
430	5079
431	5217
432	5478
433	5746
434	6006
435	6191
436	6202
437	6390
438	6461
439	6621
440	6762
441	6772
442	6853
443	7276
444	7639
445	7711
446	7766
447	8047
448	8350
449	8356
450	9160
451	9262
452	9762
453	10161
454	10737
455	10824
456	10825
457	10827
458	11222
459	12288
460	12573
461	12918
462	13147
463	13214
464	14340
465	15189
466	15371
467	15566
468	17895
469	18515
470	18630
471	293
472	298
473	3397
474	59
475	98
476	429
477	441
478	549
479	550
480	552
481	557
482	559
483	563
484	573
485	594
486	612
487	852
488	857
489	874
490	877
491	985
492	986
493	997
494	1000
495	1001
496	1013
497	1019
498	1027
499	1083
500	1206
501	1225
502	1227
503	1360
504	1830
505	1878
506	1879
507	1883
508	1885
509	1889
510	1892
511	1895
512	1896
513	2029
514	2033
515	2490
516	2552
517	2629
518	2637
519	2936
520	2938
521	3008
522	3058
523	3281
524	3439
525	3443
526	3452
527	3455
528	3458
529	3791
530	3896
531	3954
532	4129
533	4494
534	4723
535	4724
536	5260
537	5434
538	5809
539	6073
540	6784
541	7038
542	7155
543	7224
544	7239
545	7329
546	7837
547	7927
548	8065
549	8066
550	8153
551	8567
552	9267
553	9603
554	9865
555	9980
556	10402
557	10404
558	10406
559	10748
560	10762
561	10947
562	10972
563	12049
564	12912
565	12921
566	13666
567	14124
568	14378
569	14453
570	14688
571	14925
572	15995
573	16863
574	16888
575	17211
576	17703
577	17816
578	18343
579	18571
580	18637
581	600
582	97
583	313
584	346
585	358
586	454
587	634
588	635
589	636
590	638
591	640
592	643
593	644
594	645
595	647
596	648
597	650
598	655
599	656
600	657
601	662
602	667
603	668
604	672
605	675
606	677
607	678
608	891
609	1045
610	1379
611	1458
612	1575
613	2303
614	2548
615	2607
616	2645
617	2659
618	3367
619	3500
620	4769
621	5151
622	5244
623	5553
624	5591
625	5726
626	9844
627	11571
628	11728
629	12037
630	13361
631	13440
632	14265
633	15914
634	16671
635	16917
636	3716
637	389
638	722
639	752
640	1990
641	3504
642	5067
643	11126
644	17450
645	462
646	465
647	646
648	786
649	787
650	788
651	789
652	791
653	792
654	794
655	796
656	798
657	800
658	801
659	5235
660	8166
661	18441
662	822
663	5970
664	6489
665	27
666	599
667	631
668	751
669	856
670	860
671	861
672	875
673	880
674	884
675	1062
676	1089
677	2542
678	3364
679	3449
680	3523
681	5603
682	6130
683	12515
684	896
685	901
686	7193
687	155
688	292
689	294
690	295
691	329
692	350
693	352
694	354
695	476
696	531
697	906
698	911
699	5000
700	917
701	919
702	922
703	923
704	925
705	926
706	927
707	929
708	931
709	932
710	934
711	935
712	938
713	943
714	546
715	614
716	769
717	961
718	964
719	976
720	1246
721	2574
722	5485
723	7187
724	7506
725	9735
726	535
727	1002
728	1007
729	1024
730	1942
731	2531
732	2624
733	2673
734	3413
735	4214
736	7152
737	8790
738	13541
739	15690
740	679
741	687
742	1033
743	907
744	2526
745	30
746	757
747	1028
748	1060
749	1061
750	1063
751	1064
752	1065
753	1066
754	1067
755	1068
756	1069
757	1070
758	1074
759	1076
760	1078
761	1079
762	1080
763	1084
764	3441
765	4295
766	5483
767	1093
768	1094
769	1095
770	1103
771	4111
772	1109
773	1110
774	1111
775	1112
776	1116
777	1117
778	1119
779	1121
780	1125
781	1128
782	1130
783	1133
784	1137
785	1141
786	3481
787	4123
788	4636
789	9346
790	1146
791	1154
792	1166
793	212
794	610
795	613
796	625
797	689
798	1835
799	1954
800	2273
801	2292
802	2971
803	4285
804	4356
805	6546
806	7123
807	7352
808	8837
809	9779
810	10891
811	11477
812	12113
813	12115
814	13217
815	779
816	1180
817	1
818	7
819	65
820	267
821	271
822	276
823	617
824	619
825	622
826	1210
827	1229
828	1237
829	1390
830	1504
831	1618
832	1621
833	1622
834	1636
835	1929
836	1963
837	2251
838	2491
839	2493
840	2698
841	2903
842	2909
843	2915
844	2931
845	3227
846	3293
847	3531
848	3685
849	3688
850	4585
851	4970
852	6321
853	6387
854	8929
855	9394
856	10556
857	10676
858	10859
859	12755
860	982
861	9
862	10
863	11
864	13
865	24
866	31
867	38
868	450
869	1250
870	1265
871	1278
872	1280
873	1283
874	1294
875	1300
876	1315
877	1704
878	2041
879	3184
880	3188
881	3190
882	4056
883	4317
884	4318
885	5115
886	5358
887	5522
888	5584
889	5610
890	5670
891	5711
892	6237
893	6875
894	7604
895	8405
896	9263
897	9975
898	9978
899	16897
900	2
901	14
902	22
903	26
904	29
905	32
906	34
907	35
908	37
909	41
910	43
911	49
912	81
913	328
914	386
915	529
916	870
917	886
918	968
919	980
920	1012
921	1016
922	1020
923	1021
924	1023
925	1026
926	1029
927	1075
928	1155
929	1252
930	1253
931	1256
932	1272
933	1292
934	1293
935	1296
936	1297
937	1298
938	1299
939	1301
940	1302
941	1303
942	1304
943	1305
944	1306
945	1307
946	1308
947	1309
948	1310
949	1311
950	1312
951	1313
952	1316
953	1317
954	1318
955	1319
956	1320
957	1322
958	1323
959	1324
960	1325
961	1326
962	1327
963	1328
964	1329
965	1330
966	1331
967	1332
968	1333
969	1334
970	1335
971	1336
972	1396
973	1398
974	1399
975	1403
976	1405
977	1408
978	1534
979	1591
980	1983
981	2087
982	2432
983	2596
984	2706
985	3087
986	3183
987	3186
988	3191
989	3192
990	3193
991	3196
992	3197
993	3277
994	3288
995	3289
996	3300
997	3431
998	3432
999	3564
1000	3769
1001	3898
1002	3986
1003	4134
1004	4138
1005	4296
1006	4308
1007	4310
1008	4312
1009	4382
1010	4725
1011	4728
1012	4732
1013	4733
1014	4871
1015	4872
1016	4873
1017	4874
1018	4876
1019	4877
1020	5027
1021	5072
1022	5113
1023	5149
1024	5342
1025	5484
1026	5489
1027	5581
1028	5719
1029	5720
1030	5721
1031	5722
1032	6086
1033	6374
1034	6547
1035	6695
1036	6870
1037	6872
1038	6873
1039	6876
1040	6878
1041	7293
1042	7316
1043	7512
1044	7518
1045	7522
1046	7640
1047	7672
1048	8146
1049	8149
1050	8198
1051	8369
1052	8582
1053	8584
1054	8781
1055	8789
1056	9144
1057	9234
1058	9240
1059	9242
1060	9325
1061	9571
1062	9860
1063	9945
1064	9987
1065	9988
1066	10248
1067	10622
1068	10629
1069	10685
1070	10698
1071	11100
1072	11186
1073	11188
1074	11193
1075	11197
1076	11198
1077	11199
1078	11331
1079	11557
1080	11559
1081	11566
1082	12395
1083	12984
1084	13179
1085	13185
1086	13198
1087	13339
1088	14286
1089	14287
1090	14293
1091	14294
1092	14296
1093	14508
1094	15173
1095	15289
1096	15298
1097	15616
1098	16478
1099	16608
1100	16614
1101	16620
1102	16730
1103	16911
1104	16913
1105	16963
1106	16972
1107	16973
1108	18389
1109	821
1110	954
1111	959
1112	1261
1113	1341
1114	1347
1115	1362
1116	1365
1117	1373
1118	1524
1119	1531
1120	2015
1121	6752
1122	10585
1123	14305
1124	14308
1125	16637
1126	16661
1127	472
1128	1382
1129	1389
1130	48
1131	84
1132	86
1133	142
1134	172
1135	176
1136	187
1137	203
1138	207
1139	210
1140	225
1141	241
1142	247
1143	250
1144	251
1145	262
1146	279
1147	287
1148	316
1149	324
1150	340
1151	419
1152	420
1153	424
1154	425
1155	437
1156	446
1157	451
1158	480
1159	525
1160	526
1161	530
1162	533
1163	541
1164	542
1165	548
1166	554
1167	585
1168	592
1169	604
1170	615
1171	616
1172	629
1173	630
1174	680
1175	690
1176	703
1177	716
1178	717
1179	718
1180	723
1181	724
1182	731
1183	744
1184	747
1185	749
1186	756
1187	772
1188	777
1189	778
1190	790
1191	823
1192	841
1193	854
1194	859
1195	868
1196	898
1197	903
1198	936
1199	962
1200	963
1201	973
1202	977
1203	993
1204	1048
1205	1051
1206	1071
1207	1077
1208	1090
1209	1097
1210	1106
1211	1122
1212	1153
1213	1160
1214	1222
1215	1226
1216	1236
1217	1241
1218	1242
1219	1245
1220	1275
1221	1285
1222	1369
1223	1376
1224	1395
1225	1404
1226	1409
1227	1410
1228	1413
1229	1414
1230	1426
1231	1464
1232	1481
1233	1491
1234	1497
1235	1505
1236	1512
1237	1521
1238	1605
1239	1608
1240	1633
1241	1638
1242	1639
1243	1656
1244	1700
1245	1709
1246	1731
1247	1740
1248	1766
1249	1784
1250	1787
1251	1789
1252	1858
1253	1908
1254	1941
1255	1943
1256	1952
1257	1965
1258	1969
1259	1970
1260	1976
1261	1986
1262	2030
1263	2035
1264	2067
1265	2068
1266	2083
1267	2097
1268	2123
1269	2130
1270	2136
1271	2139
1272	2146
1273	2154
1274	2161
1275	2247
1276	2309
1277	2312
1278	2346
1279	2362
1280	2408
1281	2478
1282	2498
1283	2509
1284	2523
1285	2533
1286	2578
1287	2580
1288	2582
1289	2595
1290	2597
1291	2598
1292	2599
1293	2608
1294	2619
1295	2638
1296	2667
1297	2668
1298	2669
1299	2670
1300	2671
1301	2672
1302	2676
1303	2677
1304	2681
1305	2688
1306	2691
1307	2716
1308	2783
1309	2810
1310	2821
1311	2831
1312	2835
1313	2969
1314	3026
1315	3034
1316	3080
1317	3132
1318	3158
1319	3164
1320	3169
1321	3194
1322	3200
1323	3201
1324	3208
1325	3222
1326	3259
1327	3272
1328	3400
1329	3411
1330	3421
1331	3460
1332	3462
1333	3465
1334	3470
1335	3502
1336	3510
1337	3519
1338	3520
1339	3551
1340	3558
1341	3569
1342	3703
1343	3706
1344	3707
1345	3719
1346	3767
1347	3795
1348	3833
1349	3845
1350	3850
1351	3902
1352	3938
1353	3948
1354	4025
1355	4027
1356	4028
1357	4031
1358	4051
1359	4069
1360	4087
1361	4116
1362	4118
1363	4124
1364	4155
1365	4177
1366	4180
1367	4199
1368	4247
1369	4249
1370	4251
1371	4316
1372	4371
1373	4389
1374	4448
1375	4495
1376	4533
1377	4616
1378	4735
1379	4853
1380	4865
1381	4880
1382	4887
1383	4918
1384	5035
1385	5040
1386	5046
1387	5064
1388	5123
1389	5154
1390	5176
1391	5189
1392	5190
1393	5194
1394	5200
1395	5257
1396	5500
1397	5549
1398	5698
1399	5716
1400	5718
1401	5799
1402	5922
1403	5925
1404	5947
1405	6043
1406	6048
1407	6151
1408	6185
1409	6189
1410	6198
1411	6226
1412	6249
1413	6252
1414	6293
1415	6296
1416	6298
1417	6308
1418	6409
1419	6417
1420	6429
1421	6463
1422	6540
1423	6568
1424	6581
1425	6582
1426	6618
1427	6620
1428	6623
1429	6627
1430	6634
1431	6726
1432	6743
1433	6757
1434	6823
1435	6903
1436	6910
1437	6915
1438	7056
1439	7079
1440	7140
1441	7156
1442	7294
1443	7298
1444	7324
1445	7326
1446	7327
1447	7331
1448	7433
1449	7456
1450	7468
1451	7469
1452	7472
1453	7473
1454	7479
1455	7481
1456	7487
1457	7493
1458	7497
1459	7498
1460	7643
1461	7660
1462	7680
1463	7686
1464	7730
1465	7874
1466	7922
1467	8054
1468	8111
1469	8131
1470	8132
1471	8141
1472	8178
1473	8179
1474	8224
1475	8292
1476	8366
1477	8408
1478	8441
1479	8586
1480	8611
1481	8625
1482	8626
1483	8678
1484	8700
1485	8758
1486	8830
1487	8853
1488	8887
1489	8919
1490	9259
1491	9343
1492	9387
1493	9433
1494	9457
1495	9495
1496	9498
1497	9540
1498	9562
1499	9595
1500	9685
1501	9718
1502	9862
1503	9888
1504	9901
1505	9902
1506	9974
1507	9982
1508	9990
1509	10298
1510	10519
1511	10524
1512	10561
1513	10615
1514	10616
1515	10695
1516	10722
1517	10887
1518	10961
1519	10992
1520	11023
1521	11128
1522	11146
1523	11412
1524	11598
1525	11638
1526	11650
1527	11655
1528	11715
1529	11727
1530	11743
1531	11827
1532	12013
1533	12026
1534	12132
1535	12134
1536	12295
1537	12605
1538	12733
1539	12820
1540	12839
1541	12840
1542	12893
1543	13009
1544	13011
1545	13034
1546	13044
1547	13443
1548	13446
1549	13467
1550	13534
1551	13672
1552	13700
1553	13976
1554	14156
1555	14466
1556	14627
1557	14728
1558	14739
1559	14802
1560	14906
1561	15144
1562	15171
1563	15182
1564	15476
1565	15511
1566	15564
1567	15584
1568	15649
1569	15724
1570	15785
1571	15797
1572	15880
1573	15883
1574	16164
1575	16373
1576	16388
1577	16390
1578	16574
1579	16956
1580	17167
1581	17284
1582	17285
1583	17286
1584	17294
1585	17296
1586	17420
1587	17470
1588	17568
1589	17571
1590	17577
1591	17730
1592	17798
1593	17824
1594	17970
1595	18040
1596	18083
1597	18129
1598	18144
1599	18198
1600	18316
1601	18391
1602	11802
1603	802
1604	1428
1605	1429
1606	1434
1607	1037
1608	161
1609	220
1610	253
1611	256
1612	290
1613	301
1614	305
1615	308
1616	310
1617	314
1618	317
1619	321
1620	330
1621	342
1622	355
1623	356
1624	364
1625	457
1626	459
1627	461
1628	534
1629	545
1630	681
1631	686
1632	715
1633	797
1634	889
1635	890
1636	892
1637	908
1638	1043
1639	1054
1640	1081
1641	1447
1642	1449
1643	1453
1644	1459
1645	1460
1646	1461
1647	1462
1648	1463
1649	1467
1650	1632
1651	1683
1652	1690
1653	1692
1654	1694
1655	1696
1656	1768
1657	1775
1658	1866
1659	1934
1660	1938
1661	2020
1662	2025
1663	2137
1664	2392
1665	2456
1666	2801
1667	2977
1668	2981
1669	2982
1670	3123
1671	3171
1672	3373
1673	3383
1674	3557
1675	3584
1676	3585
1677	3587
1678	3588
1679	3594
1680	3605
1681	3670
1682	3708
1683	3712
1684	3748
1685	3796
1686	4035
1687	4223
1688	4291
1689	4474
1690	4561
1691	4704
1692	4707
1693	4818
1694	4879
1695	4883
1696	4915
1697	5266
1698	5762
1699	5988
1700	6140
1701	6527
1702	6700
1703	6708
1704	7318
1705	7340
1706	7704
1707	7864
1708	8363
1709	8364
1710	9371
1711	9856
1712	10715
1713	10943
1714	11890
1715	12303
1716	13543
1717	14389
1718	16501
1719	18279
1720	265
1721	283
1722	1465
1723	40
1724	166
1725	206
1726	312
1727	322
1728	543
1729	913
1730	1127
1731	1163
1732	1243
1733	1400
1734	1427
1735	1432
1736	1440
1737	1443
1738	1457
1739	1486
1740	1489
1741	1499
1742	1500
1743	1501
1744	1589
1745	1617
1746	1925
1747	2023
1748	2065
1749	2220
1750	2394
1751	2565
1752	2571
1753	2609
1754	2797
1755	3303
1756	3316
1757	3426
1758	3461
1759	3464
1760	3781
1761	3882
1762	3892
1763	3947
1764	3966
1765	3985
1766	4253
1767	4369
1768	4387
1769	4493
1770	4702
1771	5238
1772	5239
1773	6376
1774	6459
1775	6505
1776	6526
1777	6631
1778	7545
1779	7826
1780	7945
1781	8072
1782	8184
1783	8649
1784	9477
1785	10705
1786	10889
1787	11139
1788	11219
1789	12268
1790	13292
1791	13303
1792	13392
1793	13587
1794	13590
1795	13595
1796	13724
1797	13953
1798	14361
1799	14436
1800	15101
1801	15332
1802	15340
1803	15341
1804	16317
1805	16321
1806	16323
1807	16327
1808	16328
1809	16330
1810	16331
1811	16335
1812	17685
1813	18439
1814	18606
1815	1394
1816	1412
1817	1539
1818	1541
1819	1546
1820	1549
1821	567
1822	1612
1823	1615
1824	1626
1825	1631
1826	1634
1827	2223
1828	2231
1829	4359
1830	4596
1831	14273
1832	18073
1833	18707
1834	1642
1835	14359
1836	470
1837	297
1838	304
1839	360
1840	562
1841	735
1842	768
1843	793
1844	835
1845	1220
1846	1244
1847	1597
1848	1682
1849	1684
1850	1685
1851	1686
1852	1687
1853	2458
1854	2778
1855	3019
1856	3078
1857	3877
1858	5956
1859	6722
1860	7427
1861	8243
1862	9302
1863	9402
1864	9684
1865	10316
1866	10627
1867	14147
1868	15027
1869	15361
1870	17644
1871	1072
1872	1358
1873	1359
1874	1372
1875	1418
1876	1701
1877	1702
1878	1703
1879	1710
1880	1711
1881	1729
1882	2742
1883	4126
1884	4143
1885	5074
1886	5215
1887	5806
1888	15068
1889	1423
1890	1732
1891	2605
1892	9336
1893	11493
1894	11712
1895	12703
1896	421
1897	727
1898	952
1899	1114
1900	1263
1901	1343
1902	1415
1903	1416
1904	1755
1905	1758
1906	1763
1907	1771
1908	1778
1909	1783
1910	2055
1911	2277
1912	2419
1913	2849
1914	3102
1915	3205
1916	3741
1917	3747
1918	4868
1919	5453
1920	5466
1921	5470
1922	6756
1923	7248
1924	8264
1925	8504
1926	9228
1927	9822
1928	10413
1929	11398
1930	11416
1931	11473
1932	12141
1933	15177
1934	268
1935	728
1936	1139
1937	1384
1938	1785
1939	1786
1940	1790
1941	1791
1942	1799
1943	1801
1944	1802
1945	2265
1946	2469
1947	4122
1948	5787
1949	6161
1950	6245
1951	6714
1952	7111
1953	7811
1954	7821
1955	9659
1956	10213
1957	11051
1958	11480
1959	14354
1960	16334
1961	18048
1962	18408
1963	3
1964	77
1965	85
1966	91
1967	100
1968	204
1969	226
1970	245
1971	432
1972	565
1973	572
1974	580
1975	601
1976	605
1977	709
1978	713
1979	730
1980	732
1981	804
1982	812
1983	820
1984	830
1985	843
1986	846
1987	881
1988	910
1989	928
1990	937
1991	945
1992	947
1993	949
1994	956
1995	957
1996	969
1997	989
1998	990
1999	998
2000	1073
2001	1202
2002	1249
2003	1254
2004	1264
2005	1342
2006	1344
2007	1351
2008	1366
2009	1468
2010	1469
2011	1513
2012	1527
2013	1648
2014	1660
2015	1672
2016	1705
2017	1803
2018	1804
2019	1805
2020	1806
2021	1807
2022	1808
2023	1809
2024	1811
2025	1812
2026	1813
2027	1815
2028	1816
2029	1817
2030	1886
2031	1891
2032	1974
2033	2013
2034	2027
2035	2183
2036	2341
2037	2342
2038	2343
2039	2347
2040	2351
2041	2360
2042	2361
2043	2446
2044	2463
2045	2473
2046	2559
2047	2780
2048	2782
2049	2784
2050	2787
2051	2788
2052	2789
2053	2790
2054	2792
2055	2796
2056	2834
2057	2838
2058	2853
2059	2855
2060	2859
2061	2864
2062	2894
2063	2899
2064	2901
2065	2902
2066	2962
2067	2973
2068	3011
2069	3264
2070	3299
2071	3354
2072	3444
2073	3456
2074	3469
2075	3471
2076	3473
2077	3474
2078	3476
2079	3477
2080	3480
2081	3739
2082	3744
2083	3763
2084	3774
2085	3921
2086	4092
2087	4115
2088	4125
2089	4130
2090	4165
2091	4271
2092	4272
2093	4278
2094	4280
2095	4286
2096	4360
2097	4460
2098	4541
2099	4559
2100	4807
2101	4971
2102	4975
2103	5010
2104	5157
2105	5165
2106	5306
2107	5365
2108	5660
2109	5754
2110	5823
2111	5841
2112	5844
2113	6064
2114	6065
2115	6070
2116	6197
2117	6235
2118	6257
2119	6426
2120	6531
2121	6541
2122	6732
2123	6883
2124	6959
2125	7054
2126	7081
2127	7116
2128	7117
2129	7157
2130	7342
2131	7627
2132	7809
2133	7880
2134	7938
2135	8126
2136	8340
2137	8423
2138	9274
2139	9296
2140	9334
2141	9344
2142	9347
2143	9462
2144	9468
2145	9699
2146	9818
2147	9919
2148	9926
2149	10509
2150	10537
2151	10672
2152	11736
2153	11933
2154	12160
2155	12661
2156	12710
2157	13583
2158	13600
2159	13901
2160	14924
2161	15481
2162	16626
2163	17008
2164	17166
2165	17652
2166	18296
2167	1156
2168	1821
2169	1823
2170	1829
2171	1831
2172	1844
2173	2560
2174	4609
2175	8199
2176	10143
2177	12137
2178	15391
2179	816
2180	1855
2181	1867
2182	3247
2183	4747
2184	61
2185	62
2186	68
2187	79
2188	93
2189	994
2190	999
2191	1006
2192	1008
2193	1014
2194	1015
2195	1017
2196	1230
2197	1836
2198	1880
2199	1881
2200	1882
2201	1884
2202	1887
2203	1888
2204	1890
2205	1893
2206	1894
2207	1897
2208	1898
2209	1899
2210	1900
2211	1902
2212	2043
2213	2535
2214	2554
2215	2562
2216	3436
2217	3768
2218	3941
2219	6742
2220	6884
2221	6940
2222	7076
2223	7343
2224	7344
2225	7347
2226	8241
2227	9251
2228	9253
2229	9255
2230	9321
2231	12817
2232	13126
2233	13168
2234	13210
2235	14846
2236	15601
2237	17890
2238	18592
2239	18603
2240	3666
2241	6414
2242	1975
2243	1981
2244	1984
2245	10285
2246	944
2247	1348
2248	1993
2249	1997
2250	1999
2251	2011
2252	2972
2253	4676
2254	19
2255	76
2256	82
2257	620
2258	851
2259	878
2260	1107
2261	1502
2262	2026
2263	2028
2264	2031
2265	2034
2266	2037
2267	2038
2268	2039
2269	2169
2270	2470
2271	2475
2272	2477
2273	2556
2274	2572
2275	2606
2276	3886
2277	4341
2278	4810
2279	6057
2280	6269
2281	7642
2282	8215
2283	8229
2284	8230
2285	8910
2286	10936
2287	11234
2288	13415
2289	14712
2290	14730
2291	15963
2292	17516
2293	18521
2294	2044
2295	2046
2296	2049
2297	2066
2298	7109
2299	2086
2300	2093
2301	2104
2302	2111
2303	17760
2304	444
2305	603
2306	748
2307	783
2308	1752
2309	1945
2310	2145
2311	2149
2312	2153
2313	2158
2314	2174
2315	2675
2316	2692
2317	2695
2318	2718
2319	5060
2320	5063
2321	5069
2322	5503
2323	5871
2324	6163
2325	7693
2326	7695
2327	7949
2328	7955
2329	7956
2330	7958
2331	7960
2332	7969
2333	7972
2334	7976
2335	7981
2336	7982
2337	7984
2338	7987
2339	10517
2340	11101
2341	11209
2342	12510
2343	14750
2344	14758
2345	14760
2346	14774
2347	15307
2348	16109
2349	16744
2350	17962
2351	228
2352	1556
2353	2185
2354	2194
2355	2217
2356	2219
2357	2228
2358	2239
2359	2259
2360	16084
2361	2263
2362	2298
2363	2300
2364	2301
2365	2304
2366	2305
2367	2307
2368	2308
2369	2316
2370	2317
2371	2318
2372	2319
2373	2320
2374	2322
2375	2328
2376	2334
2377	2336
2378	2337
2379	10266
2380	16025
2381	25
2382	570
2383	1338
2384	2344
2385	2345
2386	2348
2387	2349
2388	2352
2389	2353
2390	2354
2391	2356
2392	2357
2393	2358
2394	2364
2395	2372
2396	7046
2397	8775
2398	2214
2399	332
2400	795
2401	1402
2402	1936
2403	1937
2404	2397
2405	3318
2406	4697
2407	16776
2408	1947
2409	2279
2410	2398
2411	46
2412	69
2413	103
2414	366
2415	607
2416	621
2417	683
2418	734
2419	737
2420	750
2421	834
2422	904
2423	975
2424	979
2425	996
2426	1004
2427	1046
2428	1175
2429	1189
2430	1381
2431	1433
2432	1478
2433	1620
2434	1743
2435	1772
2436	1800
2437	1834
2438	1985
2439	2040
2440	2047
2441	2059
2442	2128
2443	2404
2444	2422
2445	2437
2446	2438
2447	2440
2448	2442
2449	2443
2450	2445
2451	2447
2452	2448
2453	2450
2454	2451
2455	2452
2456	2453
2457	2454
2458	2455
2459	2459
2460	2462
2461	2467
2462	2468
2463	2567
2464	2570
2465	2893
2466	2922
2467	2937
2468	3060
2469	3065
2470	3070
2471	3071
2472	3097
2473	3098
2474	3230
2475	3304
2476	3308
2477	3313
2478	3466
2479	3482
2480	3497
2481	3503
2482	3581
2483	3583
2484	3586
2485	3590
2486	3598
2487	3601
2488	3602
2489	3603
2490	3606
2491	3609
2492	3621
2493	3762
2494	3764
2495	3778
2496	3889
2497	3982
2498	3987
2499	4136
2500	4351
2501	4361
2502	4434
2503	4520
2504	4542
2505	4543
2506	4545
2507	4705
2508	4780
2509	4785
2510	5124
2511	5172
2512	5249
2513	5255
2514	5258
2515	5261
2516	5264
2517	5267
2518	5446
2519	5452
2520	5649
2521	5767
2522	6458
2523	6504
2524	6602
2525	6755
2526	7142
2527	7625
2528	7929
2529	7935
2530	7944
2531	8027
2532	8099
2533	8105
2534	8106
2535	8109
2536	8313
2537	8314
2538	8372
2539	8546
2540	8552
2541	8558
2542	8559
2543	8594
2544	8743
2545	8763
2546	8802
2547	8803
2548	8806
2549	8991
2550	8998
2551	9348
2552	9417
2553	9420
2554	9421
2555	9427
2556	9478
2557	9479
2558	9689
2559	9708
2560	10134
2561	10142
2562	10145
2563	10149
2564	10184
2565	10199
2566	10630
2567	10632
2568	10638
2569	10917
2570	11061
2571	11085
2572	11229
2573	11336
2574	11455
2575	11602
2576	11672
2577	11768
2578	11770
2579	11771
2580	11773
2581	11775
2582	11782
2583	11871
2584	11961
2585	12016
2586	12129
2587	12349
2588	12599
2589	12623
2590	12687
2591	12752
2592	12885
2593	13013
2594	13035
2595	13227
2596	13463
2597	13588
2598	14509
2599	14685
