Ã¿´Î¶¼¸üĞÂAºÍb£¬½á¹û±È½Ï²î£¬ÕâÒ²ÄÜËµÃ÷£¬Èç¹û»ìÔÓµÄÊ¹ÓÃËùÓĞÊı¾İ£¬»áÓĞÔëÉùÓ°Ïì
New Run at  12/23/2016 10:02:23
, Time, RandomReward; LinUCBReward; 
data,1209592800000,15;18077;49
data,1288566000000,15;12410;49
data,1277935200000,15;17907;49
data,1212271200000,15;14002;49
data,1196463600000,15;1374;49
data,1296514800000,15;1947;50
data,1222812000000,15;11024;50
data,1249077600000,15;6221;50
data,1164927600000,15;13139;50
data,1212271200000,15;17505;50
data,1277935200000,15;8157;50
data,1162335600000,15;5116;50
data,1267398000000,15;2829;50
data,1257030000000,15;3352;50
data,1285884000000,15;18387;50
data,1270072800000,15;4719;50
data,1267398000000,15;17640;50
data,1228086000000,15;11329;50
data,1249077600000,15;15161;50
data,1254348000000,15;17469;50
data,1267398000000,15;2832;50
data,1233442800000,15;998;50
data,1204326000000,15;3200;50
data,1246399200000,15;10502;50
data,1304596472879,16;55;51
data,1304705522894,16;4278;51
data,1220220000000,16;499;51
data,1304693866859,16;99;51
data,1254348000000,16;16626;51
data,1199142000000,16;11933;51
data,1296514800000,16;3797;51
data,1241128800000,16;1639;52
data,1220220000000,16;5327;52
data,1267398000000,16;5932;52
data,1270072800000,16;17213;52
data,1212271200000,16;9902;52
data,1214863200000,16;8048;52
data,1212271200000,16;858;52
data,1217541600000,16;2135;52
data,1167606000000,16;4222;52
data,1207000800000,16;993;52
data,1172703600000,16;7882;52
data,1285884000000,16;5925;52
data,1296514800000,16;17541;52
data,1291158000000,16;53;52
data,1270072800000,16;1416;53
data,1304596447147,16;972;54
data,1272664800000,16;472;54
data,1143842400000,16;12033;54
data,1180648800000,16;18430;54
data,1238536800000,16;13713;54
data,1228086000000,16;1090;54
data,1293836400000,16;5419;54
data,1162335600000,16;6440;54
data,1228086000000,16;3718;54
data,1254348000000,16;7042;54
data,1204326000000,16;386;54
data,1296514800000,16;1951;54
data,1267398000000,16;1004;54
data,1188597600000,16;16314;54
data,1264978800000,16;2369;54
data,1241128800000,17;10501;54
data,1157061600000,17;11577;54
data,1246399200000,17;3940;55
data,1283292000000,17;18598;55
data,1304609051128,17;618;56
data,1267398000000,17;1106;57
data,1304694492487,17;7078;57
data,1251756000000,17;228;58
data,1196463600000,17;6821;58
data,1222812000000,17;4675;58
data,1267398000000,17;3247;59
data,1251756000000,17;1179;59
data,1262300400000,17;10943;59
data,1222812000000,17;3870;59
data,1288566000000,17;1444;59
data,1209592800000,17;215;59
data,1246399200000,17;16616;59
data,1212271200000,17;7512;60
data,1146434400000,17;12706;60
data,1257030000000,17;7947;60
data,1162335600000,17;5285;60
data,1214863200000,17;9;61
data,1262300400000,17;441;62
data,1133391600000,17;1962;62
data,1214863200000,17;203;62
data,1238536800000,17;7347;63
data,1238536800000,17;15448;63
data,1293836400000,17;7776;63
data,1193871600000,17;5052;63
data,1259622000000,17;173;64
data,1246399200000,17;8880;64
data,1204326000000,17;1556;65
data,1233442800000,17;8468;65
data,1296514800000,17;1258;65
data,1270072800000,17;5728;65
data,1267398000000,17;17945;65
data,1296514800000,17;2150;65
data,1230764400000,17;5923;65
data,1285884000000,17;1584;65
data,1159653600000,17;8168;65
data,1207000800000,17;6325;65
data,1204326000000,17;4254;65
data,1201820400000,17;499;65
data,1167606000000,17;15445;65
data,1280613600000,17;1609;65
data,1235862000000,17;10923;65
data,1193871600000,17;15566;65
data,1209592800000,18;16995;65
data,1280613600000,18;17640;65
data,1209592800000,18;2614;66
data,1277935200000,18;12791;66
data,1264978800000,18;13962;66
data,1293836400000,18;14061;66
data,1220220000000,18;1004;66
data,1225494000000,19;79;66
data,1293836400000,19;642;66
data,1280613600000,19;17424;66
data,1264978800000,19;12638;66
data,1251756000000,19;14636;66
data,1185919200000,19;1481;66
data,1277935200000,20;4677;66
data,1199142000000,20;5139;66
data,1230764400000,20;3817;66
data,1304677616706,20;6450;66
data,1262300400000,20;3331;67
data,1220220000000,20;5937;67
data,1204326000000,20;15569;67
data,1209592800000,20;7947;67
data,1285884000000,20;16150;67
data,1257030000000,20;6227;67
data,1228086000000,20;13532;67
data,1246399200000,20;1960;67
data,1304934717012,21;12035;67
data,1277935200000,22;14973;67
data,1209592800000,22;8043;67
data,1209592800000,22;17872;67
data,1196463600000,22;14957;67
data,1257030000000,22;8933;67
data,1133391600000,22;3400;67
data,1177970400000,22;2449;67
data,1241128800000,22;877;68
data,1212271200000,22;11979;68
data,1228086000000,22;14498;68
data,1296514800000,22;17473;68
data,1143842400000,22;525;69
data,1304605847340,23;1360;70
data,1188597600000,23;9126;70
data,1230764400000,23;2978;70
data,1285884000000,23;5735;70
data,1280613600000,23;10976;70
data,1267398000000,23;1004;71
data,1272664800000,23;13102;71
data,1204326000000,23;9966;71
data,1270072800000,23;11623;71
data,1277935200000,23;2343;72
data,1293836400000,23;2439;73
data,1196463600000,23;3423;73
data,1172703600000,23;3122;73
data,1241128800000,23;10720;73
data,1254348000000,23;7423;73
data,1162335600000,23;11937;73
data,1272664800000,23;8340;73
data,1191189600000,23;66;73
data,1191189600000,23;17436;73
data,1304596467368,23;72;74
data,1280613600000,23;12487;74
data,1204326000000,23;10572;74
data,1222812000000,23;251;75
data,1251756000000,23;4500;75
data,1238536800000,23;5608;75
data,1291158000000,23;6134;75
data,1162335600000,23;12779;75
data,1249077600000,23;7193;75
data,1175378400000,23;7634;75
data,1214863200000,23;6257;75
data,1228086000000,23;2839;75
data,1207000800000,23;154;76
data,1228086000000,23;1233;76
data,1191189600000,23;3626;76
data,1272664800000,23;17635;76
data,1191189600000,23;1517;76
data,1238536800000,23;15955;76
data,1264978800000,23;7947;76
data,1230764400000,23;175;76
data,1214863200000,23;9980;76
data,1246399200000,23;8270;76
data,1212271200000,23;235;76
data,1241128800000,23;6923;76
data,1146434400000,23;2554;77
data,1257030000000,23;2597;77
data,1228086000000,23;386;77
data,1251756000000,23;1079;77
data,1217541600000,23;5410;77
data,1241128800000,23;6262;77
data,1162335600000,23;1977;78
data,1288566000000,23;17192;78
data,1235862000000,23;10572;78
data,1298934000000,23;9425;78
data,1280613600000,23;17208;78
data,1217541600000,23;767;79
data,1212271200000,23;4193;79
data,1217541600000,23;51;80
data,1270072800000,23;190;80
data,1222812000000,23;4099;80
data,1293836400000,23;4251;81
data,1283292000000,23;12480;81
data,1257030000000,23;11623;81
data,1196463600000,23;2411;81
data,1262300400000,23;1425;81
data,1136070000000,23;1000;82
data,1220220000000,23;4387;83
data,1254348000000,23;13074;83
data,1275343200000,23;4219;83
data,1191189600000,23;16568;83
data,1291158000000,23;7795;83
data,1264978800000,23;210;83
data,1175378400000,23;6041;83
data,1199142000000,23;913;83
data,1251756000000,23;5451;83
data,1275343200000,23;173;83
data,1207000800000,23;207;83
data,1183240800000,23;9126;83
data,1228086000000,23;3735;83
data,1246399200000,23;2351;83
data,1157061600000,23;2009;84
data,1241128800000,23;3870;84
data,1262300400000,23;3639;84
data,1293836400000,23;12160;84
data,1222812000000,23;11461;84
data,1217541600000,23;4268;85
data,1214863200000,23;855;86
data,1272664800000,23;2172;87
data,1238536800000,23;14960;87
data,1288566000000,23;3361;87
data,1283292000000,23;13848;87
data,1149112800000,23;2559;88
data,1298934000000,23;13642;88
data,1283292000000,23;14662;88
data,1254348000000,23;887;88
data,1304938472580,23;187;88
data,1285884000000,23;2291;88
data,1288566000000,23;1632;88
data,1228086000000,23;2732;88
data,1193871600000,23;9475;88
data,1257030000000,23;488;89
data,1288566000000,23;8835;89
data,1133391600000,23;13645;89
data,1296514800000,23;728;89
data,1193871600000,23;1981;89
data,1267398000000,23;4773;89
data,1298934000000,23;13147;89
data,1217541600000,23;8417;89
data,1230764400000,23;14623;89
data,1246399200000,23;4980;89
data,1170284400000,23;472;89
data,1272664800000,23;4830;89
data,1291158000000,23;11155;89
data,1304604797331,23;9126;89
data,1262300400000,23;1701;89
data,1207000800000,23;1771;89
data,1212271200000,23;3481;89
data,1243807200000,23;11055;89
data,1228086000000,23;4385;90
data,1246399200000,23;3782;90
data,1241128800000,23;14634;90
data,1188597600000,23;5904;90
data,1217541600000,23;11405;90
data,1193871600000,23;229;91
data,1233442800000,23;3751;91
data,1196463600000,23;8401;91
data,1283292000000,23;999;91
data,1159653600000,23;6568;91
data,1204326000000,23;2041;91
data,1214863200000,23;6040;91
data,1304935916141,23;17559;91
data,1188597600000,23;51;92
data,1201820400000,23;10078;92
data,1175378400000,23;72;93
data,1275343200000,24;978;93
data,1222812000000,24;1118;94
data,1207000800000,24;17534;94
data,1285884000000,24;466;95
data,1272664800000,24;3641;95
data,1264978800000,24;5419;95
data,1285884000000,24;9416;95
data,1159653600000,24;11547;95
data,1262300400000,24;324;95
data,1175378400000,24;170;95
data,1230764400000,24;3067;96
data,1217541600000,24;11286;96
data,1272664800000,24;9424;97
data,1262300400000,24;7855;97
data,1146434400000,24;2918;97
data,1222812000000,24;2640;97
data,1246399200000,24;13845;97
data,1267398000000,24;1520;98
data,1285884000000,24;11701;98
data,1235862000000,24;6955;98
data,1283292000000,24;17426;98
data,1228086000000,24;166;99
data,1162335600000,24;709;99
data,1291158000000,24;7889;99
data,1214863200000,24;10487;99
data,1272664800000,24;12392;99
data,1249077600000,24;178;99
data,1238536800000,24;4254;99
data,1183240800000,24;16626;99
data,1233442800000,24;16686;99
data,1254348000000,24;14406;99
data,1270072800000,24;4738;99
data,1201820400000,24;49;99
data,1225494000000,24;3376;99
data,1175378400000,24;536;99
data,1230764400000,24;13621;99
data,1264978800000,24;2420;99
data,1275343200000,24;12599;100
data,1254348000000,24;735;101
data,1199142000000,25;4384;101
data,1233442800000,25;17951;101
data,1172703600000,25;3097;101
data,1280613600000,25;10923;101
data,1280613600000,25;8830;102
data,1288566000000,25;17289;102
data,1293836400000,25;16842;102
data,1272664800000,25;316;102
data,1251756000000,25;1098;102
data,1249077600000,25;12917;102
data,1154383200000,25;1573;102
data,1193871600000,25;18331;102
data,1285884000000,25;532;103
data,1222812000000,25;6429;104
data,1185919200000,25;9810;104
data,1220220000000,25;1079;104
data,1243807200000,25;4734;104
data,1230764400000,25;190;105
data,1235862000000,25;14323;105
data,1257030000000,25;3293;105
data,1220220000000,25;9729;105
data,1267398000000,25;1424;106
data,1304606269069,25;2978;106
data,1288566000000,25;9265;106
data,1196463600000,25;3400;107
data,1167606000000,25;17473;107
data,1167606000000,25;5301;107
data,1249077600000,25;378;107
data,1241128800000,25;2129;107
data,1277935200000,25;12917;107
data,1296514800000,25;10660;107
data,1212271200000,25;4896;107
data,1280613600000,25;18459;107
data,1172703600000,25;3434;107
data,1298934000000,25;1732;107
data,1122847200000,25;6835;107
data,1298934000000,25;5908;107
data,1262300400000,25;9162;107
data,1188597600000,25;16616;107
data,1249077600000,25;14125;107
data,1220220000000,25;3247;107
data,1251756000000,25;10976;107
data,1235862000000,25;220;107
data,1222812000000,25;9466;107
data,1296514800000,25;2975;107
data,1209592800000,25;441;108
data,1222812000000,25;10555;108
data,1209592800000,25;5451;108
data,1149112800000,25;16855;108
data,1304695858589,26;15869;108
data,1304600812604,26;2830;108
data,1225494000000,27;12612;108
data,1254348000000,27;15998;108
data,1254348000000,28;3998;108
data,1243807200000,28;4825;108
data,1275343200000,28;1614;108
data,1304599307246,28;690;109
data,1262300400000,28;936;110
data,1167606000000,28;229;110
data,1259622000000,28;6446;110
data,1285884000000,28;67;111
data,1230764400000,28;5035;111
data,1233442800000,28;56;111
data,1254348000000,28;4251;112
data,1257030000000,28;6546;112
data,1270072800000,28;3373;112
data,1212271200000,28;159;113
data,1291158000000,28;1611;113
data,1280613600000,28;5923;113
data,1235862000000,28;3752;113
data,1238536800000,28;6915;113
data,1267398000000,28;210;113
data,1188597600000,28;9162;113
data,1275343200000,28;1672;114
data,1157061600000,28;2523;115
data,1249077600000,28;5429;115
data,1214863200000,28;316;116
data,1264978800000,28;1344;116
data,1209592800000,28;3731;116
data,1209592800000,28;718;116
data,1264978800000,28;852;117
data,1251756000000,28;1988;118
data,1298934000000,28;8976;118
data,1207000800000,28;4332;118
data,1272664800000,28;12768;118
data,1167606000000,28;678;118
data,1193871600000,28;1672;119
data,1285884000000,28;3177;119
data,1207000800000,28;5904;119
data,1180648800000,28;1413;120
data,1280613600000,28;18387;120
data,1188597600000,28;6472;120
data,1272664800000,28;17230;120
data,1304606894617,28;9403;120
data,1277935200000,28;10500;120
data,1228086000000,28;2444;120
data,1304601315641,28;9256;120
data,1277935200000,28;14454;120
data,1130799600000,28;2138;120
data,1304698110993,28;15955;120
data,1212271200000,29;18084;120
data,1285884000000,29;7855;120
data,1220220000000,29;6762;121
data,1291158000000,29;5608;121
data,1146434400000,29;621;121
data,1298934000000,29;5735;121
data,1136070000000,29;14454;121
data,1217541600000,29;1514;121
data,1201820400000,29;11238;121
data,1296514800000,29;8044;121
data,1246399200000,29;2027;122
data,1272664800000,29;3482;122
data,1291158000000,29;5600;122
data,1241128800000,29;5265;122
data,1291158000000,29;18009;122
data,1251756000000,29;1848;122
data,1272664800000,29;3346;122
data,1272664800000,29;531;122
data,1217541600000,29;10501;122
data,1257030000000,29;416;122
data,1272664800000,29;434;122
data,1241128800000,29;14359;122
data,1283292000000,29;10806;122
data,1262300400000,29;6740;122
data,1277935200000,29;9014;122
data,1217541600000,29;499;122
data,1296514800000,29;15935;122
data,1233442800000,29;4971;122
data,1249077600000,29;6958;122
data,1214863200000,29;1408;122
data,1251756000000,29;6534;122
data,1304677297144,29;1852;123
data,1275343200000,29;16205;123
data,1288566000000,29;1186;123
data,1207000800000,29;2536;123
data,1304671827260,29;15591;123
data,1304672841819,29;12201;123
data,1235862000000,29;5465;123
data,1267398000000,29;4219;123
data,1251756000000,29;525;123
data,1262300400000,29;55;124
data,1188597600000,29;14852;124
data,1280613600000,29;1239;125
data,1285884000000,29;993;125
data,1214863200000,29;6042;125
data,1199142000000,29;12761;125
data,1243807200000,30;2717;125
data,1304600809878,30;5794;125
data,1188597600000,30;2621;125
data,1275343200000,30;9513;125
data,1251756000000,30;6252;125
data,1283292000000,30;16616;125
data,1283292000000,30;12541;125
data,1180648800000,30;14807;125
data,1241128800000,30;1988;126
data,1277935200000,30;2347;127
data,1254348000000,30;1689;127
data,1272664800000,30;5410;127
data,1246399200000,30;10486;127
data,1154383200000,30;2434;127
data,1264978800000,30;11055;127
data,1249077600000,30;10473;127
data,1296514800000,30;215;127
data,1270072800000,30;11481;127
data,1204326000000,30;5924;127
data,1146434400000,30;10583;128
data,1251756000000,30;2509;128
data,1246399200000,30;7011;129
data,1272664800000,30;4549;129
data,1228086000000,30;1097;129
data,1162335600000,30;15422;129
data,1193871600000,30;2869;129
data,1188597600000,30;12345;129
data,1291158000000,30;15220;129
data,1143842400000,30;9296;129
data,1217541600000,30;16582;129
data,1214863200000,30;14123;129
data,1296514800000,30;15498;129
data,1272664800000,30;2526;129
data,1228086000000,30;16187;129
data,1151704800000,30;7788;129
data,1291158000000,30;1608;130
data,1233442800000,30;9475;130
data,1254348000000,30;8365;131
data,1199142000000,30;1116;131
data,1130799600000,30;887;131
data,1228086000000,30;4704;131
data,1199142000000,30;173;132
data,1249077600000,30;17534;132
data,1201820400000,30;2738;133
data,1185919200000,30;441;134
data,1220220000000,30;300;135
data,1193871600000,30;2971;135
data,1162335600000,30;11100;135
data,1275343200000,30;421;135
data,1270072800000,30;2614;135
data,1212271200000,30;6570;135
data,1296514800000,30;6789;135
data,1280613600000,30;8710;135
data,1243807200000,30;1163;135
data,1298934000000,30;1666;135
data,1233442800000,30;6762;135
data,1259622000000,30;8932;135
data,1183240800000,30;4862;135
data,1272664800000,30;12325;135
data,1149112800000,30;17505;135
data,1201820400000,30;14549;135
data,1207000800000,30;1413;135
data,1183240800000,30;1479;135
data,1175378400000,30;1256;136
data,1225494000000,30;7059;136
data,1230764400000,30;16272;136
data,1201820400000,30;13531;136
data,1296514800000,30;2351;136
data,1241128800000,30;11577;136
data,1225494000000,30;1866;136
data,1238536800000,30;8184;136
data,1185919200000,30;412;136
data,1283292000000,30;890;136
data,1204326000000,30;1413;136
data,1228086000000,30;64;137
data,1272664800000,30;12705;137
data,1254348000000,30;13214;137
